kode_negara,tahun,produksi
BRN,Tahun 2008,9020.487
BRN,Tahun 2009,7818.776
BRN,Tahun 2010,7775.895
BRN,Tahun 2011,7441.008
BRN,Tahun 2012,7432.84
BRN,Tahun 2013,6188.248
BRN,Tahun 2014,5799.249
BRN,Tahun 2015,5850.299
BGR,Tahun 1971,310.493
BGR,Tahun 1972,252.466
BGR,Tahun 1973,193.422
BGR,Tahun 1974,146.593
BGR,Tahun 1975,124.197
BGR,Tahun 1976,119.107
BGR,Tahun 1977,131.323
BGR,Tahun 1978,250.43
BGR,Tahun 1979,264.682
BGR,Tahun 1980,279.952
BGR,Tahun 1981,305.403
BGR,Tahun 1982,305.403
BGR,Tahun 1983,152.701
BGR,Tahun 1984,152.701
BGR,Tahun 1985,203.602
BGR,Tahun 1986,101.801
BGR,Tahun 1987,91.621
BGR,Tahun 1988,81.441
BGR,Tahun 1989,81.441
BGR,Tahun 1990,61.081
BGR,Tahun 1991,56.411
BGR,Tahun 1992,51.548
BGR,Tahun 1993,41.822
BGR,Tahun 1994,35.014
BGR,Tahun 1995,41.822
BGR,Tahun 1996,31.123
BGR,Tahun 1997,27.233
BGR,Tahun 1998,32.096
BGR,Tahun 1999,38.904
BGR,Tahun 2000,40.849
BGR,Tahun 2001,33.069
BGR,Tahun 2002,35.986
BGR,Tahun 2003,29.178
BGR,Tahun 2004,29.178
BGR,Tahun 2005,29.178
BGR,Tahun 2006,27.233
BGR,Tahun 2007,25.288
BGR,Tahun 2008,23.343
BGR,Tahun 2009,24.315
BGR,Tahun 2010,22.37
BGR,Tahun 2011,21.397
BGR,Tahun 2012,23.343
BGR,Tahun 2013,27.233
BGR,Tahun 2014,25.288
BGR,Tahun 2015,25.288
KHM,Tahun 1995,0
KHM,Tahun 1996,0
KHM,Tahun 1997,0
KHM,Tahun 1998,0
KHM,Tahun 1999,0
KHM,Tahun 2000,0
KHM,Tahun 2001,0
KHM,Tahun 2002,0
KHM,Tahun 2003,0
KHM,Tahun 2004,0
KHM,Tahun 2005,0
KHM,Tahun 2006,0
KHM,Tahun 2007,0
KHM,Tahun 2008,0
KHM,Tahun 2009,0
KHM,Tahun 2010,0
KHM,Tahun 2011,0
KHM,Tahun 2012,0
KHM,Tahun 2013,0
KHM,Tahun 2014,0
KHM,Tahun 2015,0
CHL,Tahun 1971,1561.086
CHL,Tahun 1972,1614.386
CHL,Tahun 1973,1459.61
CHL,Tahun 1974,1272.034
CHL,Tahun 1975,1087.533
CHL,Tahun 1976,1020.907
CHL,Tahun 1977,838.456
CHL,Tahun 1978,720.58
CHL,Tahun 1979,926.606
CHL,Tahun 1980,1538.536
CHL,Tahun 1981,1919.838
CHL,Tahun 1982,1980.314
CHL,Tahun 1983,1816.313
CHL,Tahun 1984,1768.137
CHL,Tahun 1985,1630.786
CHL,Tahun 1986,1522.136
CHL,Tahun 1987,1452.435
CHL,Tahun 1988,1082.408
CHL,Tahun 1989,969.657
CHL,Tahun 1990,873.32
CHL,Tahun 1991,781.554
CHL,Tahun 1992,641.328
CHL,Tahun 1993,604.209
CHL,Tahun 1994,613.489
CHL,Tahun 1995,430.989
CHL,Tahun 1996,375.311
CHL,Tahun 1997,279.421
CHL,Tahun 1998,250.551
CHL,Tahun 1999,247.458
CHL,Tahun 2000,264.986
CHL,Tahun 2001,264.986
CHL,Tahun 2002,220.65
CHL,Tahun 2003,179.407
CHL,Tahun 2004,178.25
CHL,Tahun 2005,166.638
CHL,Tahun 2006,145.795
CHL,Tahun 2007,128.088
CHL,Tahun 2008,132.411
CHL,Tahun 2009,185.261
CHL,Tahun 2010,216.018
CHL,Tahun 2011,277.588
CHL,Tahun 2012,302.911
CHL,Tahun 2013,355.137
CHL,Tahun 2014,331.113
CHL,Tahun 2015,314.401
CHN,Tahun 1971,40119.734
CHN,Tahun 1972,46492.47
CHN,Tahun 1973,54575.461
CHN,Tahun 1974,66017.882
CHN,Tahun 1975,78447.772
CHN,Tahun 1976,88729.663
CHN,Tahun 1977,95326.361
CHN,Tahun 1978,105923.834
CHN,Tahun 1979,108061.653
CHN,Tahun 1980,107853.979
CHN,Tahun 1981,103043.887
CHN,Tahun 1982,103962.131
CHN,Tahun 1983,107978.177
CHN,Tahun 1984,116677.063
CHN,Tahun 1985,127144.232
CHN,Tahun 1986,133041.558
CHN,Tahun 1987,136555.725
CHN,Tahun 1988,139514.059
CHN,Tahun 1989,140119.774
CHN,Tahun 1990,138306
CHN,Tahun 1991,140992
CHN,Tahun 1992,142097
CHN,Tahun 1993,145174
CHN,Tahun 1994,146082
CHN,Tahun 1995,150044
CHN,Tahun 1996,157334
CHN,Tahun 1997,160741
CHN,Tahun 1998,161000
CHN,Tahun 1999,160000
CHN,Tahun 2000,163000
CHN,Tahun 2001,163959
CHN,Tahun 2002,167000
CHN,Tahun 2003,169600
CHN,Tahun 2004,175873
CHN,Tahun 2005,181353
CHN,Tahun 2006,184766
CHN,Tahun 2007,186318
CHN,Tahun 2008,190440
CHN,Tahun 2009,189490
CHN,Tahun 2010,203014
CHN,Tahun 2011,202876
CHN,Tahun 2012,207478
CHN,Tahun 2013,209919
CHN,Tahun 2014,211429
CHN,Tahun 2015,214556
COL,Tahun 1971,11227.193
COL,Tahun 1972,10233.324
COL,Tahun 1973,9578.48
COL,Tahun 1974,8764.213
COL,Tahun 1975,8087.171
COL,Tahun 1976,7546.345
COL,Tahun 1977,7097.338
COL,Tahun 1978,6748.222
COL,Tahun 1979,6418.278
COL,Tahun 1980,6474.782
COL,Tahun 1981,6961.122
COL,Tahun 1982,7455.534
COL,Tahun 1983,7916.649
COL,Tahun 1984,8715.781
COL,Tahun 1985,9177.905
COL,Tahun 1986,15721.299
COL,Tahun 1987,20208.342
COL,Tahun 1988,19554.507
COL,Tahun 1989,21022.609
COL,Tahun 1990,22819.646
COL,Tahun 1991,22095.18
COL,Tahun 1992,22880.186
COL,Tahun 1993,23621.804
COL,Tahun 1994,23684.362
COL,Tahun 1995,30413.413
COL,Tahun 1996,32602.953
COL,Tahun 1997,33940.893
COL,Tahun 1998,38548.008
COL,Tahun 1999,42436.711
COL,Tahun 2000,35710.687
COL,Tahun 2001,31439.571
COL,Tahun 2002,30074.388
COL,Tahun 2003,28159.297
COL,Tahun 2004,27555.913
COL,Tahun 2005,27367.229
COL,Tahun 2006,27591.228
COL,Tahun 2007,27591.228
COL,Tahun 2008,30633.376
COL,Tahun 2009,34873.213
COL,Tahun 2010,40878.808
COL,Tahun 2011,47609.877
COL,Tahun 2012,49245.473
COL,Tahun 2013,50697.431
COL,Tahun 2014,51523.805
COL,Tahun 2015,52307.802
HRV,Tahun 1990,2528.728
HRV,Tahun 1991,2204.662
HRV,Tahun 1992,1941.359
HRV,Tahun 1993,1919.079
HRV,Tahun 1994,1597.038
HRV,Tahun 1995,1519.06
HRV,Tahun 1996,1487.666
HRV,Tahun 1997,1552.479
HRV,Tahun 1998,1609.191
HRV,Tahun 1999,1190.943
HRV,Tahun 2000,1127.142
HRV,Tahun 2001,1055.24
HRV,Tahun 2002,1027.897
HRV,Tahun 2003,971.186
HRV,Tahun 2004,901.309
HRV,Tahun 2005,840.546
HRV,Tahun 2006,817.254
HRV,Tahun 2007,777.759
HRV,Tahun 2008,726.111
HRV,Tahun 2009,678.662
HRV,Tahun 2010,626.77
HRV,Tahun 2011,590.14
HRV,Tahun 2012,558.598
HRV,Tahun 2013,545.371
HRV,Tahun 2014,550.459
HRV,Tahun 2015,650.172
CYP,Tahun 1971,0
CYP,Tahun 1972,0
CYP,Tahun 1973,0
CYP,Tahun 1974,0
CYP,Tahun 1975,0
CYP,Tahun 1976,0
CYP,Tahun 1977,0
CYP,Tahun 1978,0
CYP,Tahun 1979,0
CYP,Tahun 1980,0
CYP,Tahun 1981,0
CYP,Tahun 1982,0
CYP,Tahun 1983,0
CYP,Tahun 1984,0
CYP,Tahun 1985,0
CYP,Tahun 1986,0
CYP,Tahun 1987,0
CYP,Tahun 1988,0
CYP,Tahun 1989,0
CYP,Tahun 1990,0
CYP,Tahun 1991,0
CYP,Tahun 1992,0
CYP,Tahun 1993,0
CYP,Tahun 1994,0
CYP,Tahun 1995,0
CYP,Tahun 1996,0
CYP,Tahun 1997,0
CYP,Tahun 1998,0
CYP,Tahun 1999,0
CYP,Tahun 2000,0
CYP,Tahun 2001,0
CYP,Tahun 2002,0
CYP,Tahun 2003,0
CYP,Tahun 2004,0
CYP,Tahun 2005,0
CYP,Tahun 2006,0
CYP,Tahun 2007,0
CYP,Tahun 2008,0
CYP,Tahun 2009,0
CYP,Tahun 2010,0
CYP,Tahun 2011,0
CYP,Tahun 2012,0
CYP,Tahun 2013,0
CYP,Tahun 2014,0
CYP,Tahun 2015,0
EGY,Tahun 1971,15201.432
EGY,Tahun 1972,10906.789
EGY,Tahun 1973,8640.087
EGY,Tahun 1974,7607.828
EGY,Tahun 1975,11967.496
EGY,Tahun 1976,16876.82
EGY,Tahun 1977,21232.424
EGY,Tahun 1978,25596.155
EGY,Tahun 1979,26519.702
EGY,Tahun 1980,30189.503
EGY,Tahun 1981,32592.35
EGY,Tahun 1982,33766.849
EGY,Tahun 1983,36702.081
EGY,Tahun 1984,42111.279
EGY,Tahun 1985,45580.928
EGY,Tahun 1986,41557.557
EGY,Tahun 1987,46415.066
EGY,Tahun 1988,44208.308
EGY,Tahun 1989,44652.302
EGY,Tahun 1990,45652.048
EGY,Tahun 1991,45571.784
EGY,Tahun 1992,45947.705
EGY,Tahun 1993,47510.317
EGY,Tahun 1994,46411.002
EGY,Tahun 1995,46466.882
EGY,Tahun 1996,44810.798
EGY,Tahun 1997,43495.075
EGY,Tahun 1998,42636.552
EGY,Tahun 1999,41669.318
EGY,Tahun 2000,35283.741
EGY,Tahun 2001,34202.714
EGY,Tahun 2002,34048.282
EGY,Tahun 2003,35040.916
EGY,Tahun 2004,32705.126
EGY,Tahun 2005,31571.267
EGY,Tahun 2006,31303.042
EGY,Tahun 2007,32101.621
EGY,Tahun 2008,33965.985
EGY,Tahun 2009,33210.079
EGY,Tahun 2010,33841.017
EGY,Tahun 2011,33221.255
EGY,Tahun 2012,33463.064
EGY,Tahun 2013,30751.353
EGY,Tahun 2014,29833.903
EGY,Tahun 2015,30315.488
EST,Tahun 1990,0
EST,Tahun 1991,0
EST,Tahun 1992,0
EST,Tahun 1993,0
EST,Tahun 1994,0
EST,Tahun 1995,0
EST,Tahun 1996,0
EST,Tahun 1997,0
EST,Tahun 1998,0
EST,Tahun 1999,0
EST,Tahun 2000,0
EST,Tahun 2001,0
EST,Tahun 2002,0
EST,Tahun 2003,0
EST,Tahun 2004,0
EST,Tahun 2005,0
EST,Tahun 2006,0
EST,Tahun 2007,0
EST,Tahun 2008,0
EST,Tahun 2009,0
EST,Tahun 2010,0
EST,Tahun 2011,0
EST,Tahun 2012,0
EST,Tahun 2013,0
EST,Tahun 2014,0
EST,Tahun 2015,0
ETH,Tahun 1971,0
ETH,Tahun 1972,0
ETH,Tahun 1973,0
ETH,Tahun 1974,0
ETH,Tahun 1975,0
ETH,Tahun 1976,0
ETH,Tahun 1977,0
ETH,Tahun 1978,0
ETH,Tahun 1979,0
ETH,Tahun 1980,0
ETH,Tahun 1981,0
ETH,Tahun 1982,0
ETH,Tahun 1983,0
ETH,Tahun 1984,0
ETH,Tahun 1985,0
ETH,Tahun 1986,0
ETH,Tahun 1987,0
ETH,Tahun 1988,0
ETH,Tahun 1989,0
ETH,Tahun 1990,0
ETH,Tahun 1991,0
ETH,Tahun 1992,0
ETH,Tahun 1993,0
ETH,Tahun 1994,0
ETH,Tahun 1995,0
ETH,Tahun 1996,0
ETH,Tahun 1997,0
ETH,Tahun 1998,0
ETH,Tahun 1999,0
ETH,Tahun 2000,0
ETH,Tahun 2001,0
ETH,Tahun 2002,0
ETH,Tahun 2003,0
ETH,Tahun 2004,0
ETH,Tahun 2005,0
ETH,Tahun 2006,0
ETH,Tahun 2007,0
ETH,Tahun 2008,0
ETH,Tahun 2009,0
ETH,Tahun 2010,0
ETH,Tahun 2011,0
ETH,Tahun 2012,0
ETH,Tahun 2013,0
ETH,Tahun 2014,0
ETH,Tahun 2015,0
GEO,Tahun 1990,186.928
GEO,Tahun 1991,190.948
GEO,Tahun 1992,133.664
GEO,Tahun 1993,42.21
GEO,Tahun 1994,46.23
GEO,Tahun 1995,50.25
GEO,Tahun 1996,128.639
GEO,Tahun 1997,134.669
GEO,Tahun 1998,119.594
GEO,Tahun 1999,91.454
GEO,Tahun 2000,110.549
GEO,Tahun 2001,99.494
GEO,Tahun 2002,74.369
GEO,Tahun 2003,140.699
GEO,Tahun 2004,98.489
GEO,Tahun 2005,67.334
GEO,Tahun 2006,64.319
GEO,Tahun 2007,57.285
GEO,Tahun 2008,53.265
GEO,Tahun 2009,51.255
GEO,Tahun 2010,52.26
GEO,Tahun 2011,51.255
GEO,Tahun 2012,49.245
GEO,Tahun 2013,48.24
GEO,Tahun 2014,43.215
GEO,Tahun 2015,42.21
GHA,Tahun 1971,0
GHA,Tahun 1972,0
GHA,Tahun 1973,0
GHA,Tahun 1974,0
GHA,Tahun 1975,0
GHA,Tahun 1976,0
GHA,Tahun 1977,0
GHA,Tahun 1978,0
GHA,Tahun 1979,34.612
GHA,Tahun 1980,0
GHA,Tahun 1981,0
GHA,Tahun 1982,0
GHA,Tahun 1983,0
GHA,Tahun 1984,0
GHA,Tahun 1985,0
GHA,Tahun 1986,0
GHA,Tahun 1987,0
GHA,Tahun 1988,0
GHA,Tahun 1989,0
GHA,Tahun 1990,0
GHA,Tahun 1991,0
GHA,Tahun 1992,0
GHA,Tahun 1993,0
GHA,Tahun 1994,0
GHA,Tahun 1995,0
GHA,Tahun 1996,0
GHA,Tahun 1997,0
GHA,Tahun 1998,0
GHA,Tahun 1999,0
GHA,Tahun 2000,0
GHA,Tahun 2001,0
GHA,Tahun 2002,9.162
GHA,Tahun 2003,10.18
GHA,Tahun 2004,23.414
GHA,Tahun 2005,12.216
GHA,Tahun 2006,23.414
GHA,Tahun 2007,27.486
GHA,Tahun 2008,31.558
GHA,Tahun 2009,25.45
GHA,Tahun 2010,198.512
GHA,Tahun 2011,3466.321
GHA,Tahun 2012,4208.449
GHA,Tahun 2013,5361.853
GHA,Tahun 2014,5423.952
GHA,Tahun 2015,5373.051
HTI,Tahun 1971,0
HTI,Tahun 1972,0
HTI,Tahun 1973,0
HTI,Tahun 1974,0
HTI,Tahun 1975,0
HTI,Tahun 1976,0
HTI,Tahun 1977,0
HTI,Tahun 1978,0
HTI,Tahun 1979,0
HTI,Tahun 1980,0
HTI,Tahun 1981,0
HTI,Tahun 1982,0
HTI,Tahun 1983,0
HTI,Tahun 1984,0
HTI,Tahun 1985,0
HTI,Tahun 1986,0
HTI,Tahun 1987,0
HTI,Tahun 1988,0
HTI,Tahun 1989,0
HTI,Tahun 1990,0
HTI,Tahun 1991,0
HTI,Tahun 1992,0
HTI,Tahun 1993,0
HTI,Tahun 1994,0
HTI,Tahun 1995,0
HTI,Tahun 1996,0
HTI,Tahun 1997,0
HTI,Tahun 1998,0
HTI,Tahun 1999,0
HTI,Tahun 2000,0
HTI,Tahun 2001,0
HTI,Tahun 2002,0
HTI,Tahun 2003,0
HTI,Tahun 2004,0
HTI,Tahun 2005,0
HTI,Tahun 2006,0
HTI,Tahun 2007,0
HTI,Tahun 2008,0
HTI,Tahun 2009,0
HTI,Tahun 2010,0
HTI,Tahun 2011,0
HTI,Tahun 2012,0
HTI,Tahun 2013,0
HTI,Tahun 2014,0
HTI,Tahun 2015,0
HKG,Tahun 1971,0
HKG,Tahun 1972,0
HKG,Tahun 1973,0
HKG,Tahun 1974,0
HKG,Tahun 1975,0
HKG,Tahun 1976,0
HKG,Tahun 1977,0
HKG,Tahun 1978,0
HKG,Tahun 1979,0
HKG,Tahun 1980,0
HKG,Tahun 1981,0
HKG,Tahun 1982,0
HKG,Tahun 1983,0
HKG,Tahun 1984,0
HKG,Tahun 1985,0
HKG,Tahun 1986,0
HKG,Tahun 1987,0
HKG,Tahun 1988,0
HKG,Tahun 1989,0
HKG,Tahun 1990,0
HKG,Tahun 1991,0
HKG,Tahun 1992,0
HKG,Tahun 1993,0
HKG,Tahun 1994,0
HKG,Tahun 1995,0
HKG,Tahun 1996,0
HKG,Tahun 1997,0
HKG,Tahun 1998,0
HKG,Tahun 1999,0
HKG,Tahun 2000,0
HKG,Tahun 2001,0
HKG,Tahun 2002,0
HKG,Tahun 2003,0
HKG,Tahun 2004,0
HKG,Tahun 2005,0
HKG,Tahun 2006,0
HKG,Tahun 2007,0
HKG,Tahun 2008,0
HKG,Tahun 2009,0
HKG,Tahun 2010,0
HKG,Tahun 2011,0
HKG,Tahun 2012,0
HKG,Tahun 2013,0
HKG,Tahun 2014,0
HKG,Tahun 2015,0
IND,Tahun 1971,7459.561
IND,Tahun 1972,7482.045
IND,Tahun 1973,7347.142
IND,Tahun 1974,7853.03
IND,Tahun 1975,8633.837
IND,Tahun 1976,9093.736
IND,Tahun 1977,10999.761
IND,Tahun 1978,11888.899
IND,Tahun 1979,12024.825
IND,Tahun 1980,10738.13
IND,Tahun 1981,16550.231
IND,Tahun 1982,21526.338
IND,Tahun 1983,26592.38
IND,Tahun 1984,29627.714
IND,Tahun 1985,30831.627
IND,Tahun 1986,31150.49
IND,Tahun 1987,31024.784
IND,Tahun 1988,32744.807
IND,Tahun 1989,34836.836
IND,Tahun 1990,33747.386
IND,Tahun 1991,31013.542
IND,Tahun 1992,27542.838
IND,Tahun 1993,27620.51
IND,Tahun 1994,32948.184
IND,Tahun 1995,35941.615
IND,Tahun 1996,33623.725
IND,Tahun 1997,34602.798
IND,Tahun 1998,33442.831
IND,Tahun 1999,33214.925
IND,Tahun 2000,33139.298
IND,Tahun 2001,32736.631
IND,Tahun 2002,33768.848
IND,Tahun 2003,34107.129
IND,Tahun 2004,34728.504
IND,Tahun 2005,32898.106
IND,Tahun 2006,34735.658
IND,Tahun 2007,34868.518
IND,Tahun 2008,34245.099
IND,Tahun 2009,34431.103
IND,Tahun 2010,38512.962
IND,Tahun 2011,38927.893
IND,Tahun 2012,38694.877
IND,Tahun 2013,38619.249
IND,Tahun 2014,38285.056
IND,Tahun 2015,37762.815
IDN,Tahun 1971,44946.941
IDN,Tahun 1972,54596.06
IDN,Tahun 1973,67429.592
IDN,Tahun 1974,69264.556
IDN,Tahun 1975,65816.985
IDN,Tahun 1976,75956.72
IDN,Tahun 1977,84901.024
IDN,Tahun 1978,80951.427
IDN,Tahun 1979,78746.481
IDN,Tahun 1980,79504.846
IDN,Tahun 1981,80691.242
IDN,Tahun 1982,66254.616
IDN,Tahun 1983,66566.523
IDN,Tahun 1984,74705.863
IDN,Tahun 1985,66477.261
IDN,Tahun 1986,71778.656
IDN,Tahun 1987,69417.555
IDN,Tahun 1988,66437.015
IDN,Tahun 1989,69455.258
IDN,Tahun 1990,72121.95
IDN,Tahun 1991,78699.519
IDN,Tahun 1992,74494.155
IDN,Tahun 1993,75466.27
IDN,Tahun 1994,79638.008
IDN,Tahun 1995,79441.343
IDN,Tahun 1996,78896.184
IDN,Tahun 1997,78291.924
IDN,Tahun 1998,77146.581
IDN,Tahun 1999,74340.288
IDN,Tahun 2000,70247.012
IDN,Tahun 2001,66458.414
IDN,Tahun 2002,61799.599
IDN,Tahun 2003,56649.633
IDN,Tahun 2004,53321.617
IDN,Tahun 2005,52428.983
IDN,Tahun 2006,49622.69
IDN,Tahun 2007,47074.2
IDN,Tahun 2008,48292.91
IDN,Tahun 2009,46754.238
IDN,Tahun 2010,46574.896
IDN,Tahun 2011,44532.843
IDN,Tahun 2012,42624.278
IDN,Tahun 2013,40702.467
IDN,Tahun 2014,38968.149
IDN,Tahun 2015,38355.737
IRN,Tahun 1971,230174.161
IRN,Tahun 1972,255688.607
IRN,Tahun 1973,297174.676
IRN,Tahun 1974,305680.171
IRN,Tahun 1975,271589.919
IRN,Tahun 1976,299866.843
IRN,Tahun 1977,286407.027
IRN,Tahun 1978,266703.87
IRN,Tahun 1979,162154.657
IRN,Tahun 1980,75097.396
IRN,Tahun 1981,73451.73
IRN,Tahun 1982,122088.039
IRN,Tahun 1983,124634.491
IRN,Tahun 1984,110562.263
IRN,Tahun 1985,112995.607
IRN,Tahun 1986,92528.209
IRN,Tahun 1987,117195.876
IRN,Tahun 1988,129391.128
IRN,Tahun 1989,149050.468
IRN,Tahun 1990,165283.97
IRN,Tahun 1991,172606.419
IRN,Tahun 1992,186876.331
IRN,Tahun 1993,197799.885
IRN,Tahun 1994,195681.408
IRN,Tahun 1995,198716.974
IRN,Tahun 1996,196471.124
IRN,Tahun 1997,194668.534
IRN,Tahun 1998,195529.579
IRN,Tahun 1999,189051.871
IRN,Tahun 2000,196876.682
IRN,Tahun 2001,187533.578
IRN,Tahun 2002,184042.525
IRN,Tahun 2003,201550.781
IRN,Tahun 2004,202767.453
IRN,Tahun 2005,212148.258
IRN,Tahun 2006,214025.235
IRN,Tahun 2007,216491.186
IRN,Tahun 2008,212484.525
IRN,Tahun 2009,199551.526
IRN,Tahun 2010,200317.805
IRN,Tahun 2011,198340.968
IRN,Tahun 2012,144852.237
IRN,Tahun 2013,143308.469
IRN,Tahun 2014,142385.266
IRN,Tahun 2015,144663.724
ISR,Tahun 1971,5829.823
ISR,Tahun 1972,6134.624
ISR,Tahun 1973,6101.096
ISR,Tahun 1974,4213.363
ISR,Tahun 1975,6523.753
ISR,Tahun 1976,37.592
ISR,Tahun 1977,27.432
ISR,Tahun 1978,24.384
ISR,Tahun 1979,21.336
ISR,Tahun 1980,20.32
ISR,Tahun 1981,16.256
ISR,Tahun 1982,12.192
ISR,Tahun 1983,12.192
ISR,Tahun 1984,9.144
ISR,Tahun 1985,9.144
ISR,Tahun 1986,12.192
ISR,Tahun 1987,13.208
ISR,Tahun 1988,18.288
ISR,Tahun 1989,16.256
ISR,Tahun 1990,13.208
ISR,Tahun 1991,11.176
ISR,Tahun 1992,9.144
ISR,Tahun 1993,8.128
ISR,Tahun 1994,4.064
ISR,Tahun 1995,7.112
ISR,Tahun 1996,4.064
ISR,Tahun 1997,0
ISR,Tahun 1998,5.08
ISR,Tahun 1999,4.064
ISR,Tahun 2000,4.064
ISR,Tahun 2001,4.064
ISR,Tahun 2002,5.08
ISR,Tahun 2003,3.048
ISR,Tahun 2004,2.032
ISR,Tahun 2005,2.032
ISR,Tahun 2006,7.112
ISR,Tahun 2007,4.064
ISR,Tahun 2008,6.096
ISR,Tahun 2009,6.096
ISR,Tahun 2010,4.064
ISR,Tahun 2011,20.32
ISR,Tahun 2012,12.192
ISR,Tahun 2013,65.024
ISR,Tahun 2014,65.024
ISR,Tahun 2015,65.024
KAZ,Tahun 1990,26452.118
KAZ,Tahun 1991,27253.425
KAZ,Tahun 1992,26470.925
KAZ,Tahun 1993,23525.943
KAZ,Tahun 1994,20713.467
KAZ,Tahun 1995,21113.789
KAZ,Tahun 1996,23449.712
KAZ,Tahun 1997,26337.053
KAZ,Tahun 1998,26497.14
KAZ,Tahun 1999,30808.623
KAZ,Tahun 2000,36104.291
KAZ,Tahun 2001,40971.759
KAZ,Tahun 2002,48330.154
KAZ,Tahun 2003,52623.151
KAZ,Tahun 2004,60911.458
KAZ,Tahun 2005,63022.122
KAZ,Tahun 2006,67187.057
KAZ,Tahun 2007,68811.622
KAZ,Tahun 2008,72428.154
KAZ,Tahun 2009,78349.954
KAZ,Tahun 2010,81585.316
KAZ,Tahun 2011,81971.312
KAZ,Tahun 2012,81165.431
KAZ,Tahun 2013,83756.077
KAZ,Tahun 2014,82771.94
KAZ,Tahun 2015,81389.438
LVA,Tahun 1990,0
LVA,Tahun 1991,0
LVA,Tahun 1992,0
LVA,Tahun 1993,0
LVA,Tahun 1994,0
LVA,Tahun 1995,0
LVA,Tahun 1996,0
LVA,Tahun 1997,0
LVA,Tahun 1998,0
LVA,Tahun 1999,0
LVA,Tahun 2000,0
LVA,Tahun 2001,0
LVA,Tahun 2002,0
LVA,Tahun 2003,0
LVA,Tahun 2004,0
LVA,Tahun 2005,0
LVA,Tahun 2006,0
LVA,Tahun 2007,0
LVA,Tahun 2008,0
LVA,Tahun 2009,0
LVA,Tahun 2010,0
LVA,Tahun 2011,0
LVA,Tahun 2012,0
LVA,Tahun 2013,0
LVA,Tahun 2014,0
LVA,Tahun 2015,0
LTU,Tahun 1990,11.998
LTU,Tahun 1991,33.593
LTU,Tahun 1992,64.132
LTU,Tahun 1993,74.311
LTU,Tahun 1994,94.67
LTU,Tahun 1995,128.128
LTU,Tahun 1996,155.155
LTU,Tahun 1997,211.959
LTU,Tahun 1998,276.947
LTU,Tahun 1999,231.956
LTU,Tahun 2000,315.94
LTU,Tahun 2001,479.685
LTU,Tahun 2002,442.002
LTU,Tahun 2003,389.044
LTU,Tahun 2004,307.569
LTU,Tahun 2005,219.983
LTU,Tahun 2006,184.337
LTU,Tahun 2007,157.355
LTU,Tahun 2008,130.788
LTU,Tahun 2009,117.505
LTU,Tahun 2010,117.505
LTU,Tahun 2011,116.483
LTU,Tahun 2012,104.222
LTU,Tahun 2013,87.873
LTU,Tahun 2014,83.786
LTU,Tahun 2015,83.786
MKD,Tahun 1990,0
MKD,Tahun 1991,0
MKD,Tahun 1992,0
MKD,Tahun 1993,0
MKD,Tahun 1994,0
MKD,Tahun 1995,0
MKD,Tahun 1996,0
MKD,Tahun 1997,0
MKD,Tahun 1998,0
MKD,Tahun 1999,0
MKD,Tahun 2000,0
MKD,Tahun 2001,0
MKD,Tahun 2002,0
MKD,Tahun 2003,0
MKD,Tahun 2004,0
MKD,Tahun 2005,0
MKD,Tahun 2006,0
MKD,Tahun 2007,0
MKD,Tahun 2008,0
MKD,Tahun 2009,0
MKD,Tahun 2010,0
MKD,Tahun 2011,0
MKD,Tahun 2012,0
MKD,Tahun 2013,0
MKD,Tahun 2014,0
MKD,Tahun 2015,0
MYS,Tahun 1971,3341.492
MYS,Tahun 1972,4520.602
MYS,Tahun 1973,4426.763
MYS,Tahun 1974,3954.507
MYS,Tahun 1975,4891.879
MYS,Tahun 1976,8186.451
MYS,Tahun 1977,9160.543
MYS,Tahun 1978,10920.028
MYS,Tahun 1979,14114.641
MYS,Tahun 1980,13706.644
MYS,Tahun 1981,12815.172
MYS,Tahun 1982,15047.933
MYS,Tahun 1983,19045.279
MYS,Tahun 1984,22207.253
MYS,Tahun 1985,22186.853
MYS,Tahun 1986,24978.569
MYS,Tahun 1987,24741.931
MYS,Tahun 1988,26922.673
MYS,Tahun 1989,28966.736
MYS,Tahun 1990,30629.322
MYS,Tahun 1991,31843.112
MYS,Tahun 1992,32264.368
MYS,Tahun 1993,32218.232
MYS,Tahun 1994,32797.827
MYS,Tahun 1995,35090.332
MYS,Tahun 1996,35744.447
MYS,Tahun 1997,35599.548
MYS,Tahun 1998,35783.776
MYS,Tahun 1999,32835.087
MYS,Tahun 2000,30838.59
MYS,Tahun 2001,32850.612
MYS,Tahun 2002,34837.794
MYS,Tahun 2003,37026.8
MYS,Tahun 2004,38041.091
MYS,Tahun 2005,36126.358
MYS,Tahun 2006,34385.503
MYS,Tahun 2007,33967.367
MYS,Tahun 2008,34195.065
MYS,Tahun 2009,32746.995
MYS,Tahun 2010,32162.671
MYS,Tahun 2011,28324.744
MYS,Tahun 2012,29114.875
MYS,Tahun 2013,28576.056
MYS,Tahun 2014,29545.104
MYS,Tahun 2015,32366.409
MLT,Tahun 1971,0
MLT,Tahun 1972,0
MLT,Tahun 1973,0
MLT,Tahun 1974,0
MLT,Tahun 1975,0
MLT,Tahun 1976,0
MLT,Tahun 1977,0
MLT,Tahun 1978,0
MLT,Tahun 1979,0
MLT,Tahun 1980,0
MLT,Tahun 1981,0
MLT,Tahun 1982,0
MLT,Tahun 1983,0
