kode_negara,tahun,produksi
QAT,Tahun 2008,42114.213
QAT,Tahun 2009,36533.391
QAT,Tahun 2010,36539.535
QAT,Tahun 2011,36548.751
QAT,Tahun 2012,36656.272
QAT,Tahun 2013,36071.565
QAT,Tahun 2014,35336.33
QAT,Tahun 2015,33034.369
SEN,Tahun 1971,0
SEN,Tahun 1972,0
SEN,Tahun 1973,0
SEN,Tahun 1974,0
SEN,Tahun 1975,0
SEN,Tahun 1976,0
SEN,Tahun 1977,0
SEN,Tahun 1978,0
SEN,Tahun 1979,0
SEN,Tahun 1980,0
SEN,Tahun 1981,0
SEN,Tahun 1982,0
SEN,Tahun 1983,0
SEN,Tahun 1984,0
SEN,Tahun 1985,0
SEN,Tahun 1986,0
SEN,Tahun 1987,1.018
SEN,Tahun 1988,3.054
SEN,Tahun 1989,2.036
SEN,Tahun 1990,1.018
SEN,Tahun 1991,1.018
SEN,Tahun 1992,1.018
SEN,Tahun 1993,1.018
SEN,Tahun 1994,1.018
SEN,Tahun 1995,1.018
SEN,Tahun 1996,1.018
SEN,Tahun 1997,1.018
SEN,Tahun 1998,2.036
SEN,Tahun 1999,1.018
SEN,Tahun 2000,0
SEN,Tahun 2001,0
SEN,Tahun 2002,0
SEN,Tahun 2003,0
SEN,Tahun 2004,0
SEN,Tahun 2005,0
SEN,Tahun 2006,0
SEN,Tahun 2007,0
SEN,Tahun 2008,0
SEN,Tahun 2009,0
SEN,Tahun 2010,0
SEN,Tahun 2011,0
SEN,Tahun 2012,0
SEN,Tahun 2013,0
SEN,Tahun 2014,0
SEN,Tahun 2015,0
LKA,Tahun 1971,0
LKA,Tahun 1972,0
LKA,Tahun 1973,0
LKA,Tahun 1974,0
LKA,Tahun 1975,0
LKA,Tahun 1976,0
LKA,Tahun 1977,0
LKA,Tahun 1978,0
LKA,Tahun 1979,0
LKA,Tahun 1980,0
LKA,Tahun 1981,0
LKA,Tahun 1982,0
LKA,Tahun 1983,0
LKA,Tahun 1984,0
LKA,Tahun 1985,0
LKA,Tahun 1986,0
LKA,Tahun 1987,0
LKA,Tahun 1988,0
LKA,Tahun 1989,0
LKA,Tahun 1990,0
LKA,Tahun 1991,0
LKA,Tahun 1992,0
LKA,Tahun 1993,0
LKA,Tahun 1994,0
LKA,Tahun 1995,0
LKA,Tahun 1996,0
LKA,Tahun 1997,0
LKA,Tahun 1998,0
LKA,Tahun 1999,0
LKA,Tahun 2000,0
LKA,Tahun 2001,0
LKA,Tahun 2002,0
LKA,Tahun 2003,0
LKA,Tahun 2004,0
LKA,Tahun 2005,0
LKA,Tahun 2006,0
LKA,Tahun 2007,0
LKA,Tahun 2008,0
LKA,Tahun 2009,0
LKA,Tahun 2010,0
LKA,Tahun 2011,0
LKA,Tahun 2012,0
LKA,Tahun 2013,0
LKA,Tahun 2014,0
LKA,Tahun 2015,0
SYR,Tahun 1971,5310.096
SYR,Tahun 1972,5885.382
SYR,Tahun 1973,5565.11
SYR,Tahun 1974,6451.632
SYR,Tahun 1975,9610.18
SYR,Tahun 1976,10081.051
SYR,Tahun 1977,9153.365
SYR,Tahun 1978,9963.584
SYR,Tahun 1979,8735.706
SYR,Tahun 1980,9234.688
SYR,Tahun 1981,9530.865
SYR,Tahun 1982,9045.938
SYR,Tahun 1983,9396.33
SYR,Tahun 1984,9454.562
SYR,Tahun 1985,9282.105
SYR,Tahun 1986,9341.148
SYR,Tahun 1987,12413.317
SYR,Tahun 1988,14220.496
SYR,Tahun 1989,17569.803
SYR,Tahun 1990,20712.287
SYR,Tahun 1991,24748.322
SYR,Tahun 1992,25852.71
SYR,Tahun 1993,26873.766
SYR,Tahun 1994,29115.673
SYR,Tahun 1995,30621.656
SYR,Tahun 1996,29175.912
SYR,Tahun 1997,28645.806
SYR,Tahun 1998,28663.878
SYR,Tahun 1999,28769.297
SYR,Tahun 2000,27447.044
SYR,Tahun 2001,29075.514
SYR,Tahun 2002,31374.648
SYR,Tahun 2003,30240.14
SYR,Tahun 2004,22278.51
SYR,Tahun 2005,20754.455
SYR,Tahun 2006,19417.142
SYR,Tahun 2007,18553.712
SYR,Tahun 2008,18721.378
SYR,Tahun 2009,18398.093
SYR,Tahun 2010,19863.917
SYR,Tahun 2011,18104.929
SYR,Tahun 2012,8285.919
SYR,Tahun 2013,2554.147
SYR,Tahun 2014,1305.185
SYR,Tahun 2015,1078.284
TJK,Tahun 1990,144.719
TJK,Tahun 1991,108.539
TJK,Tahun 1992,61.305
TJK,Tahun 1993,42.21
TJK,Tahun 1994,33.165
TJK,Tahun 1995,26.13
TJK,Tahun 1996,26.13
TJK,Tahun 1997,26.13
TJK,Tahun 1998,19.095
TJK,Tahun 1999,19.095
TJK,Tahun 2000,18.09
TJK,Tahun 2001,16.08
TJK,Tahun 2002,16.08
TJK,Tahun 2003,16.08
TJK,Tahun 2004,19.095
TJK,Tahun 2005,22.11
TJK,Tahun 2006,24.12
TJK,Tahun 2007,26.13
TJK,Tahun 2008,26.13
TJK,Tahun 2009,26.13
TJK,Tahun 2010,27.135
TJK,Tahun 2011,28.14
TJK,Tahun 2012,30.15
TJK,Tahun 2013,27.135
TJK,Tahun 2014,25.125
TJK,Tahun 2015,25.125
TGO,Tahun 1971,0
TGO,Tahun 1972,0
TGO,Tahun 1973,0
TGO,Tahun 1974,0
TGO,Tahun 1975,0
TGO,Tahun 1976,0
TGO,Tahun 1977,0
TGO,Tahun 1978,0
TGO,Tahun 1979,0
TGO,Tahun 1980,0
TGO,Tahun 1981,0
TGO,Tahun 1982,0
TGO,Tahun 1983,0
TGO,Tahun 1984,0
TGO,Tahun 1985,0
TGO,Tahun 1986,0
TGO,Tahun 1987,0
TGO,Tahun 1988,0
TGO,Tahun 1989,0
TGO,Tahun 1990,0
TGO,Tahun 1991,0
TGO,Tahun 1992,0
TGO,Tahun 1993,0
TGO,Tahun 1994,0
TGO,Tahun 1995,0
TGO,Tahun 1996,0
TGO,Tahun 1997,0
TGO,Tahun 1998,0
TGO,Tahun 1999,0
TGO,Tahun 2000,0
TGO,Tahun 2001,0
TGO,Tahun 2002,0
TGO,Tahun 2003,0
TGO,Tahun 2004,0
TGO,Tahun 2005,0
TGO,Tahun 2006,0
TGO,Tahun 2007,0
TGO,Tahun 2008,0
TGO,Tahun 2009,0
TGO,Tahun 2010,0
TGO,Tahun 2011,0
TGO,Tahun 2012,0
TGO,Tahun 2013,0
TGO,Tahun 2014,0
TGO,Tahun 2015,0
TTO,Tahun 1971,6513.124
TTO,Tahun 1972,7061.013
TTO,Tahun 1973,8358.593
TTO,Tahun 1974,9393.832
TTO,Tahun 1975,10843.771
TTO,Tahun 1976,10700.493
TTO,Tahun 1977,11521.822
TTO,Tahun 1978,11539.984
TTO,Tahun 1979,10776.168
TTO,Tahun 1980,10682.331
TTO,Tahun 1981,9511.885
TTO,Tahun 1982,8893.366
TTO,Tahun 1983,8030.667
TTO,Tahun 1984,8817.69
TTO,Tahun 1985,9157.725
TTO,Tahun 1986,8781.366
TTO,Tahun 1987,8031.676
TTO,Tahun 1988,7868.217
TTO,Tahun 1989,7768.326
TTO,Tahun 1990,7867.208
TTO,Tahun 1991,7300.147
TTO,Tahun 1992,7148.797
TTO,Tahun 1993,6424.332
TTO,Tahun 1994,6798.672
TTO,Tahun 1995,6777.483
TTO,Tahun 1996,6703.826
TTO,Tahun 1997,6422.314
TTO,Tahun 1998,6378.926
TTO,Tahun 1999,6492.944
TTO,Tahun 2000,6178.134
TTO,Tahun 2001,5879.469
TTO,Tahun 2002,6776.474
TTO,Tahun 2003,6990.383
TTO,Tahun 2004,6374.89
TTO,Tahun 2005,7488.831
TTO,Tahun 2006,7441.408
TTO,Tahun 2007,6290.134
TTO,Tahun 2008,5927.901
TTO,Tahun 2009,5558.606
TTO,Tahun 2010,5092.446
TTO,Tahun 2011,4781.672
TTO,Tahun 2012,4263.044
TTO,Tahun 2013,4221.675
TTO,Tahun 2014,4226.72
TTO,Tahun 2015,4171.225
TUN,Tahun 1971,4232.266
TUN,Tahun 1972,4096.306
TUN,Tahun 1973,3994.336
TUN,Tahun 1974,4263.166
TUN,Tahun 1975,4747.266
TUN,Tahun 1976,3821.296
TUN,Tahun 1977,4433.116
TUN,Tahun 1978,5092.315
TUN,Tahun 1979,5702.075
TUN,Tahun 1980,5816.405
TUN,Tahun 1981,5571.265
TUN,Tahun 1982,5299.345
TUN,Tahun 1983,5697.955
TUN,Tahun 1984,5651.605
TUN,Tahun 1985,5567.145
TUN,Tahun 1986,5404.405
TUN,Tahun 1987,5136.605
TUN,Tahun 1988,5055.235
TUN,Tahun 1989,5075.835
TUN,Tahun 1990,4646.326
TUN,Tahun 1991,5344.665
TUN,Tahun 1992,5594.955
TUN,Tahun 1993,4780.226
TUN,Tahun 1994,4494.916
TUN,Tahun 1995,4357.926
TUN,Tahun 1996,4264.196
TUN,Tahun 1997,3871.766
TUN,Tahun 1998,3980.946
TUN,Tahun 1999,4027.296
TUN,Tahun 2000,3740.957
TUN,Tahun 2001,3420.627
TUN,Tahun 2002,3553.497
TUN,Tahun 2003,3230.077
TUN,Tahun 2004,3412.387
TUN,Tahun 2005,3479.337
TUN,Tahun 2006,3357.797
TUN,Tahun 2007,4686.496
TUN,Tahun 2008,4277.586
TUN,Tahun 2009,4031.416
TUN,Tahun 2010,3807.906
TUN,Tahun 2011,3333.077
TUN,Tahun 2012,3288.787
TUN,Tahun 2013,2967.427
TUN,Tahun 2014,2649.158
TUN,Tahun 2015,2623.408
TKM,Tahun 1990,3768.72
TKM,Tahun 1991,5476.201
TKM,Tahun 1992,4676.227
TKM,Tahun 1993,3919.468
TKM,Tahun 1994,3376.773
TKM,Tahun 1995,3517.472
TKM,Tahun 1996,4045.092
TKM,Tahun 1997,5375.702
TKM,Tahun 1998,6853.04
TKM,Tahun 1999,7195.742
TKM,Tahun 2000,7216.847
TKM,Tahun 2001,7700.248
TKM,Tahun 2002,9054.977
TKM,Tahun 2003,10053.939
TKM,Tahun 2004,10101.173
TKM,Tahun 2005,9567.523
TKM,Tahun 2006,8361.532
TKM,Tahun 2007,9135.376
TKM,Tahun 2008,9848.92
TKM,Tahun 2009,9598.677
TKM,Tahun 2010,9828.821
TKM,Tahun 2011,10517.24
TKM,Tahun 2012,10957.426
TKM,Tahun 2013,11709.16
TKM,Tahun 2014,11858.904
TKM,Tahun 2015,13170.419
UZB,Tahun 1990,2813.977
UZB,Tahun 1991,2846.137
UZB,Tahun 1992,3309.438
UZB,Tahun 1993,3963.688
UZB,Tahun 1994,5527.455
UZB,Tahun 1995,7493.219
UZB,Tahun 1996,7533.419
UZB,Tahun 1997,7808.787
UZB,Tahun 1998,8028.88
UZB,Tahun 1999,8160.534
UZB,Tahun 2000,7547.489
UZB,Tahun 2001,7225.892
UZB,Tahun 2002,7091.223
UZB,Tahun 2003,7723.363
UZB,Tahun 2004,7916.321
UZB,Tahun 2005,5426.956
UZB,Tahun 2006,5426.956
UZB,Tahun 2007,4924.46
UZB,Tahun 2008,4823.961
UZB,Tahun 2009,4522.463
UZB,Tahun 2010,3788.819
UZB,Tahun 2011,3567.721
UZB,Tahun 2012,3180.799
UZB,Tahun 2013,3011.961
UZB,Tahun 2014,2835.082
UZB,Tahun 2015,2633.079
VEN,Tahun 1971,197992.167
VEN,Tahun 1972,179608.608
VEN,Tahun 1973,188590.427
VEN,Tahun 1974,166513.059
VEN,Tahun 1975,130515.261
VEN,Tahun 1976,128163.49
VEN,Tahun 1977,125023.165
VEN,Tahun 1978,121329.357
VEN,Tahun 1979,132402.233
VEN,Tahun 1980,122491.887
VEN,Tahun 1981,119147.478
VEN,Tahun 1982,107097.993
VEN,Tahun 1983,101921.105
VEN,Tahun 1984,102331.41
VEN,Tahun 1985,94200.117
VEN,Tahun 1986,100613.26
VEN,Tahun 1987,102234.176
VEN,Tahun 1988,106320.124
VEN,Tahun 1989,106149.164
VEN,Tahun 1990,118935.915
VEN,Tahun 1991,133915.231
VEN,Tahun 1992,134378.96
VEN,Tahun 1993,140393.552
VEN,Tahun 1994,145015.888
VEN,Tahun 1995,157566.5
VEN,Tahun 1996,179247.454
VEN,Tahun 1997,189716.627
VEN,Tahun 1998,184232.011
VEN,Tahun 1999,165736.259
VEN,Tahun 2000,170920.626
VEN,Tahun 2001,169384.122
VEN,Tahun 2002,155866.515
VEN,Tahun 2003,137562.025
VEN,Tahun 2004,174434.926
VEN,Tahun 2005,180931.412
VEN,Tahun 2006,183927.489
VEN,Tahun 2007,157998.175
VEN,Tahun 2008,161640.695
VEN,Tahun 2009,163475.311
VEN,Tahun 2010,161789.216
VEN,Tahun 2011,162239.055
VEN,Tahun 2012,157950.092
VEN,Tahun 2013,156394.355
VEN,Tahun 2014,150325.269
VEN,Tahun 2015,146723.352
YEM,Tahun 1971,0
YEM,Tahun 1972,0
YEM,Tahun 1973,0
YEM,Tahun 1974,0
YEM,Tahun 1975,0
YEM,Tahun 1976,0
YEM,Tahun 1977,0
YEM,Tahun 1978,0
YEM,Tahun 1979,0
YEM,Tahun 1980,0
YEM,Tahun 1981,0
YEM,Tahun 1982,0
YEM,Tahun 1983,0
YEM,Tahun 1984,0
YEM,Tahun 1985,0
YEM,Tahun 1986,356.365
YEM,Tahun 1987,932.507
YEM,Tahun 1988,7971.493
YEM,Tahun 1989,8978.97
YEM,Tahun 1990,9306.58
YEM,Tahun 1991,10192.872
YEM,Tahun 1992,8797.193
YEM,Tahun 1993,10641.666
YEM,Tahun 1994,16596.152
YEM,Tahun 1995,16906.303
YEM,Tahun 1996,17060.351
YEM,Tahun 1997,17831.62
YEM,Tahun 1998,18163.338
YEM,Tahun 1999,19304.323
YEM,Tahun 2000,21531.864
YEM,Tahun 2001,21570.889
YEM,Tahun 2002,21553.43
YEM,Tahun 2003,21196.038
YEM,Tahun 2004,19878.41
YEM,Tahun 2005,19689.444
YEM,Tahun 2006,17969.237
YEM,Tahun 2007,15724.238
YEM,Tahun 2008,14033.813
YEM,Tahun 2009,13687.717
YEM,Tahun 2010,13010.931
YEM,Tahun 2011,9670.134
YEM,Tahun 2012,7595.615
YEM,Tahun 2013,8506.555
YEM,Tahun 2014,6906.505
YEM,Tahun 2015,2417.533
ZWE,Tahun 1971,0
ZWE,Tahun 1972,0
ZWE,Tahun 1973,0
ZWE,Tahun 1974,0
ZWE,Tahun 1975,0
ZWE,Tahun 1976,0
ZWE,Tahun 1977,0
ZWE,Tahun 1978,0
ZWE,Tahun 1979,0
ZWE,Tahun 1980,0
ZWE,Tahun 1981,0
ZWE,Tahun 1982,0
ZWE,Tahun 1983,0
ZWE,Tahun 1984,0
ZWE,Tahun 1985,0
ZWE,Tahun 1986,0
ZWE,Tahun 1987,0
ZWE,Tahun 1988,0
ZWE,Tahun 1989,0
ZWE,Tahun 1990,0
ZWE,Tahun 1991,0
ZWE,Tahun 1992,0
ZWE,Tahun 1993,0
ZWE,Tahun 1994,0
ZWE,Tahun 1995,0
ZWE,Tahun 1996,0
ZWE,Tahun 1997,0
ZWE,Tahun 1998,0
ZWE,Tahun 1999,0
ZWE,Tahun 2000,0
ZWE,Tahun 2001,0
ZWE,Tahun 2002,0
ZWE,Tahun 2003,0
ZWE,Tahun 2004,0
ZWE,Tahun 2005,0
ZWE,Tahun 2006,0
ZWE,Tahun 2007,0
ZWE,Tahun 2008,0
ZWE,Tahun 2009,0
ZWE,Tahun 2010,0
ZWE,Tahun 2011,0
ZWE,Tahun 2012,0
ZWE,Tahun 2013,0
ZWE,Tahun 2014,0
ZWE,Tahun 2015,0
